49770.5,1.32E+03
49771.5,1.32E+03
49772.5,1.32E+03
49773.5,1.32E+03
49774.5,1.32E+03
49775.5,1.32E+03
49776.5,1.32E+03
49777.5,1.32E+03
49778.5,1.32E+03
49779.5,1.32E+03
49780.5,1.32E+03
49781.5,1.32E+03
49782.5,1.32E+03
49783.5,1.32E+03
49784.5,1.32E+03
49785.5,1319.30835132487
49786.5,1319.30750623159
49787.5,1319.31318111159
49788.5,1319.3053303957
49789.5,1319.29995627701
49790.5,1319.30806659907
49791.5,1319.30688518751
49792.5,1319.31068002898
49793.5,1319.30810532719
49794.5,1319.30462778639
49795.5,1319.30746479984
49796.5,1319.30663421005
49797.5,1319.3020843314
49798.5,1319.29758849367
49799.5,1319.30187260546
49800.5,1319.29964834452
49801.5,1319.30860478431
49802.5,1319.30558211263
49803.5,1319.31334413309
49804.5,1319.30595791619
49805.5,1319.30276548583
49806.5,1319.29922770895
49807.5,1319.30172615871
49808.5,1319.30516847316
49809.5,1319.30511796474
49810.5,1319.3023011703
49811.5,1319.29953218624
49812.5,1319.30134478677
49813.5,1319.30711880233
49814.5,1319.30498305149
49815.5,1319.30567312893
49816.5,1319.30703458842
49817.5,1319.30279880576
49818.5,1319.30927837361
49819.5,1319.30044919625
49820.5,1319.30478725675
49821.5,1319.2953908639
49822.5,1319.30435284972
49823.5,1319.3055529492
49824.5,1319.31061305664
49825.5,1319.31403357349
49826.5,1319.31139029004
49827.5,1319.31146573741
49828.5,1319.30959837604
49829.5,1319.30799662415
49830.5,1319.30889447406
49831.5,1319.31198143959
49832.5,1319.31170833483
49833.5,1319.31465337891
49834.5,1319.31580455974
49835.5,1319.30689721182
49836.5,1319.30774303433
49837.5,1319.30938144587
49838.5,1319.30786284525
49839.5,1319.31042320933
49840.5,1319.30204555951
49841.5,1319.30499580037
49842.5,1319.30463275593
49843.5,1319.30867715552
49844.5,1319.3074826058
49845.5,1319.30861828476
49846.5,1319.30527046323
49847.5,1319.307318707
49848.5,1319.30346079078
49849.5,1319.30796509795
49850.5,1319.31396855135
49851.5,1319.30737675261
49852.5,1319.30691855494
49853.5,1319.3096649088
49854.5,1319.29785670992
49855.5,1319.30789139867
49856.5,1319.30865030549
49857.5,1319.30782673601
49858.5,1319.30162884761
49859.5,1319.30436355527
49860.5,1319.30977726821
49863.5,1319.30849000998
49864.5,1319.29853186477
49865.5,1319.30315542035
49866.5,1319.31164474413
49867.5,1319.30937838461
49870.5,1319.30635003932
49871.5,1319.3100514356
49872.5,1319.30616694875
49873.5,1319.30583503004
49874.5,1319.30705181602
49875.5,1319.30698892847
49876.5,1319.3131893184
49877.5,1319.31398726534
49878.5,1319.31250370108
49879.5,1319.31057995372
49880.5,1319.30686192494
49881.5,1319.31458042376
49882.5,1319.31521739345
49883.5,1319.30912405346
49884.5,1319.31014850363
49885.5,1319.30366939586
49886.5,1319.3032006612
49887.5,1319.31234554481
49888.5,1319.30697358306
49889.5,1319.30762488302
